CUST_ID,로그인 ID,캠페인 ID,캠페인 이름,광고그룹 ID,광고그룹 이름,광고그룹 유형,소재 ID,기본상품명,노출상품명,소재 상태,대표이미지 URL,상태,상품가격,상품 가격(모바일),네이버쇼핑 카테고리,PC 랜딩 URL,네이버쇼핑 상품 ID,쇼핑몰 상품 ID,입찰가 유형,입찰가,품질지수,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",전환수,전환율(%),전환매출액(원),광고수익률(%),전환당비용(원),제한 사유
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000145968675,입간판 야외가판대 주차금지 미끄럼주의,,on,https://shopping-phinf.pstatic.net/main_8331904/83319043377.jpg,중지 : 소재 노출제한,16000.0,16000.0,생활/건강 > 문구/사무용품 > 사무용품 > 현수막,https://smartstore.naver.com/main/products/5774543963,83319043377.0,5774543963.0,소재,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"합성 또는 4분할 초과, 기타 보정/효과 등을 넣거나 왜곡된 이미지는 사용할 수 없으며, 분할된 이미지는 서로 달라야 하며 분할된 비율이 동일해야 합니다.
해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000145968676,입간판 네온LED보드 마커 칠판 사인보드 문패 가게인테리어,,on,https://shopping-phinf.pstatic.net/main_8331904/83319045463.jpg,중지 : 소재 노출제한,850.0,850.0,생활/건강 > 문구/사무용품 > 사무용품 > 현수막,https://smartstore.naver.com/main/products/5774546049,83319045463.0,5774546049.0,소재,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"등록하신 '상품'과 '카테고리'가 매칭되지 않습니다. 상품과 연관성 있는 카테고리로 수정해 주세요
이미지 내 텍스트가 기재된 경우 등록이 불가합니다.
해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000145968681,현수막 업다운배너,,on,https://shopping-phinf.pstatic.net/main_8328736/83287368642.jpg,중지 : 소재 노출제한,29700.0,29700.0,생활/건강 > 문구/사무용품 > 사무용품 > 현수막,https://smartstore.naver.com/main/products/5742869601,83287368642.0,5742869601.0,소재,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,이미지 내 텍스트가 기재된 경우 등록이 불가합니다.
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000145968682,현수막 실내외 물통배너 맞춤제작,,on,https://shopping-phinf.pstatic.net/main_8328736/83287361322.jpg,중지 : 소재 노출제한,9500.0,9500.0,생활/건강 > 문구/사무용품 > 사무용품 > 현수막,https://smartstore.naver.com/main/products/5742862281,83287361322.0,5742862281.0,소재,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,이미지 내 텍스트가 기재된 경우 등록이 불가합니다.
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000145968686,알루미늄자 안전스틸 공업용 컷팅 손가락보호 미끄럼방지 커팅용 스틸엣지,,on,https://shopping-phinf.pstatic.net/main_1084575/10845758655.2.jpg,중지 : 소재 노출제한,11000.0,11000.0,생활/건강 > 공구 > 안전용품 > 기타안전용품,https://smartstore.naver.com/main/products/606844220,10845758655.0,606844220.0,소재,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,이미지 내 텍스트가 기재된 경우 등록이 불가합니다.
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021786478,원본,쇼핑몰상품,nad-a001-02-000000146352972,시트제거칼 스크래퍼 찐드기제거 시공용 유리전용 바닥껌제거,,on,https://shopping-phinf.pstatic.net/main_1011957/10119575501.3.jpg,중지 : 소재 노출제한,8800.0,8800.0,가구/인테리어 > DIY자재/용품 > 접착제/보수용품,https://smartstore.naver.com/main/products/451552487,10119575501.0,451552487.0,소재,160.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"상품과 직접적인 관련이 없는 수식어로 무의미하게 반복나열되거나 동일 또는 유사한 문구를 반복하여 기재할 수 없습니다. (ex. 관련없는 상품의 용도, 상품 유형의 중복 나열, 동일 문구 반복 등)"
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807484,j,쇼핑몰상품,nad-a001-02-000000138288703,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주주점 코로나영업재개 창문장식인테리어,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,230.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807485,k,쇼핑몰상품,nad-a001-02-000000141206779,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 벽꾸미기,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807485,k,쇼핑몰상품,nad-a001-02-000000141206777,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 벽꾸미기,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807486,l,쇼핑몰상품,nad-a001-02-000000141206842,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 술집오픈선물,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807486,l,쇼핑몰상품,nad-a001-02-000000141206844,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 술집오픈선물,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807497,f,쇼핑몰상품,nad-a001-02-000000138288640,카페 커피간판 오픈 개업선물 LED 네온 루미사인,-,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807501,d,쇼핑몰상품,nad-a001-02-000000138288607,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,-,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,220.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807519,c,쇼핑몰상품,nad-a001-02-000000141206863,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 안내판,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807519,c,쇼핑몰상품,nad-a001-02-000000141206865,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 안내판,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807523,h,쇼핑몰상품,nad-a001-02-000000141206944,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 이니셜사인,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807523,h,쇼핑몰상품,nad-a001-02-000000141206946,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 이니셜사인,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807549,r,쇼핑몰상품,nad-a001-02-000000141207030,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 추가인테리어,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807549,r,쇼핑몰상품,nad-a001-02-000000141207032,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 추가인테리어,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807550,q,쇼핑몰상품,nad-a001-02-000000141206967,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 홈간판,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807550,q,쇼핑몰상품,nad-a001-02-000000141206969,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 홈간판,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807551,s,쇼핑몰상품,nad-a001-02-000000141207007,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 아크릴글자,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807551,s,쇼핑몰상품,nad-a001-02-000000141207010,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 아크릴글자,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807552,n,쇼핑몰상품,nad-a001-02-000000141206797,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 벽면간판,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807552,n,쇼핑몰상품,nad-a001-02-000000141206799,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 벽면간판,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807554,p,쇼핑몰상품,nad-a001-02-000000141207065,맥주잔 수제맥주 BEER 네온문자 루미사인 주점 창문조명 LED야광 BAR 치킨집 개업,맥주 주점 샵인테리어소품,off,https://shopping-phinf.pstatic.net/main_8277382/82773826722.2.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/5229304479,82773826722.0,5229304479.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
392590,signcody,cmp-a001-02-000000001679064,스토어팜,grp-a001-02-000000021807554,p,쇼핑몰상품,nad-a001-02-000000141207067,카페 커피간판 오픈 개업선물 LED 네온 루미사인,카페 커피간판 샵인테리어소품,off,https://shopping-phinf.pstatic.net/main_8151144/81511443942.4.jpg,중지 : 소재 노출제한,89000.0,89000.0,가구/인테리어 > 인테리어소품 > 디자인문패,https://smartstore.naver.com/main/products/3966923717,81511443942.0,3966923717.0,소재,140.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"해상도가 낮거나 이미지 테두리, 공백이 확인되는 이미지 등 품질이 떨어지는 경우 또는 관련 법령, 선량한 풍속, 기타 사회질서에 반하거나 반하는 행위를 지칭하는 이미지는 광고 진행이 불가합니다."
