Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,광고그룹 ID,소재 ID,노출상품명,제한상태,제한사유,상품 ID
367.0,367.0,367.0,367.0,grp-a001-02-000000021736136,nad-a001-02-000000138287045,"( 밑줄형 ) DIY 철제간판 , 도색간판",대기 소재,-,5519456740.0
368.0,368.0,368.0,368.0,grp-a001-02-000000022036028,nad-a001-02-000000140183833,철제구로 밑줄간판 로고사인,대기 소재,-,5519456740.0
369.0,369.0,369.0,369.0,grp-a001-02-000000021786478,nad-a001-02-000000138272075,"( 밑줄형 ) DIY 철제간판 , 도색간판",대기 소재,-,5519456740.0
370.0,370.0,370.0,370.0,grp-a001-02-000000021854519,nad-a001-02-000000138741053,방문포장배달 결혼 신혼 개업 창업 선물,대기 소재,-,5237576830.0
371.0,371.0,371.0,371.0,grp-a001-02-000000021807519,nad-a001-02-000000141206862,포장방문배달 전문점 안내판,대기 소재,-,5237576830.0
372.0,372.0,372.0,372.0,grp-a001-02-000000021807523,nad-a001-02-000000141206943,포장방문배달 전문점 이니셜사인,대기 소재,-,5237576830.0
373.0,373.0,373.0,373.0,grp-a001-02-000000021807485,nad-a001-02-000000141206776,포장방문배달 전문점 벽꾸미기,대기 소재,-,5237576830.0
374.0,374.0,374.0,374.0,grp-a001-02-000000021807486,nad-a001-02-000000141206841,포장방문배달 전문점 술집오픈선물,대기 소재,-,5237576830.0
375.0,375.0,375.0,375.0,grp-a001-02-000000021807552,nad-a001-02-000000141206794,포장방문배달 전문점 벽면간판,대기 소재,-,5237576830.0
376.0,376.0,376.0,376.0,grp-a001-02-000000021807554,nad-a001-02-000000141207064,포장방문배달 전문점 샵인테리어소품,대기 소재,-,5237576830.0
377.0,377.0,377.0,377.0,grp-a001-02-000000021807550,nad-a001-02-000000141206966,포장방문배달 전문점 홈간판,대기 소재,-,5237576830.0
378.0,378.0,378.0,378.0,grp-a001-02-000000021807549,nad-a001-02-000000141207029,포장방문배달 전문점 추가인테리어,대기 소재,-,5237576830.0
379.0,379.0,379.0,379.0,grp-a001-02-000000021807551,nad-a001-02-000000141207006,포장방문배달 전문점 아크릴글자,대기 소재,-,5237576830.0
380.0,380.0,380.0,380.0,grp-a001-02-000000022036013,nad-a001-02-000000140183806,포장방문배달 전문점 대문인테리어,대기 소재,-,5237576830.0
381.0,381.0,381.0,381.0,grp-a001-02-000000021785283,nad-a001-02-000000138098227,포장배달 포인트 채널 LED아크릴간판,대기 소재,-,5237576830.0
382.0,382.0,382.0,382.0,grp-a001-02-000000021785266,nad-a001-02-000000138098209,포장배달 영업중 나래바네온사인 캠핑문패,대기 소재,-,5237576830.0
383.0,383.0,383.0,383.0,grp-a001-02-000000022036032,nad-a001-02-000000140183869,방문포장배달 아크릴 네온글씨 글자 LED간판,대기 소재,-,5237576830.0
384.0,384.0,384.0,384.0,grp-a001-02-000000021736136,nad-a001-02-000000137752674,포장배달 코로나영업재개 창문장식인테리어,대기 소재,-,5237576830.0
385.0,385.0,385.0,385.0,grp-a001-02-000000022036028,nad-a001-02-000000140183835,포장방문배달 전문점 로고사인,대기 소재,-,5237576830.0
386.0,386.0,386.0,386.0,grp-a001-02-000000021786478,nad-a001-02-000000138104750,TAKEOUT 네온 이니셜간판 화이트 레드 테이크아웃 카페 식당 치킨 방문포장 LED조명,대기 소재,-,5237576830.0
387.0,387.0,387.0,387.0,grp-a001-02-000000009335164,nad-a001-02-000000137580743,수제맥주점 영업중 창문작은간판 사이드후광LED,대기 소재,-,5229304479.0
388.0,388.0,388.0,388.0,grp-a001-02-000000021854519,nad-a001-02-000000138741057,수제맥주잔 결혼 신혼 개업 창업 선물,대기 소재,-,5229304479.0
389.0,389.0,389.0,389.0,grp-a001-02-000000021807555,nad-a001-02-000000138288532,수제맥주잔 대문문패,대기 소재,-,5229304479.0
390.0,390.0,390.0,390.0,grp-a001-02-000000022036013,nad-a001-02-000000140183808,맥주 주점 대문인테리어,대기 소재,-,5229304479.0
391.0,391.0,391.0,391.0,grp-a001-02-000000021785283,nad-a001-02-000000138098228,수제맥주점 포인트 채널 캠핑 LED아크릴간판,대기 소재,-,5229304479.0
392.0,392.0,392.0,392.0,grp-a001-02-000000021785266,nad-a001-02-000000138098210,수제맥주점 영업중 나래바네온사인 캠핑문패,대기 소재,-,5229304479.0
393.0,393.0,393.0,393.0,grp-a001-02-000000022036032,nad-a001-02-000000140183871,수제맥주잔 아크릴 네온글씨 글자 LED간판,대기 소재,-,5229304479.0
394.0,394.0,394.0,394.0,grp-a001-02-000000021785285,nad-a001-02-000000138098234,수제맥주점 영업중간판,대기 소재,-,5229304479.0
395.0,395.0,395.0,395.0,grp-a001-02-000000021736136,nad-a001-02-000000137752675,수제맥주점 영업중 오픈간판 개업선물,대기 소재,-,5229304479.0
396.0,396.0,396.0,396.0,grp-a001-02-000000009335164,nad-a001-02-000000138286768,셀프바 뷔페 영업중 창문간판 사이드후광LED,대기 소재,-,5223485305.0
397.0,397.0,397.0,397.0,grp-a001-02-000000021854519,nad-a001-02-000000138741059,셀프바뷔페 결혼 신혼 개업 창업 선물,대기 소재,-,5223485305.0
398.0,398.0,398.0,398.0,grp-a001-02-000000021807519,nad-a001-02-000000141206864,셀프바 안내판,대기 소재,-,5223485305.0
399.0,399.0,399.0,399.0,grp-a001-02-000000021807496,nad-a001-02-000000141206823,셀프바 사이드간판,대기 소재,-,5223485305.0
400.0,400.0,400.0,400.0,grp-a001-02-000000021807523,nad-a001-02-000000141206945,셀프바 이니셜사인,대기 소재,-,5223485305.0
401.0,401.0,401.0,401.0,grp-a001-02-000000021807485,nad-a001-02-000000141206778,셀프바 벽꾸미기,대기 소재,-,5223485305.0
402.0,402.0,402.0,402.0,grp-a001-02-000000021807486,nad-a001-02-000000141206843,셀프바 술집오픈선물,대기 소재,-,5223485305.0
403.0,403.0,403.0,403.0,grp-a001-02-000000021807552,nad-a001-02-000000141206798,셀프바 벽면간판,대기 소재,-,5223485305.0
404.0,404.0,404.0,404.0,grp-a001-02-000000021807554,nad-a001-02-000000141207066,셀프바 샵인테리어소품,대기 소재,-,5223485305.0
405.0,405.0,405.0,405.0,grp-a001-02-000000021807550,nad-a001-02-000000141206968,셀프바 홈간판,대기 소재,-,5223485305.0
406.0,406.0,406.0,406.0,grp-a001-02-000000021807549,nad-a001-02-000000141207031,셀프바 추가인테리어,대기 소재,-,5223485305.0
407.0,407.0,407.0,407.0,grp-a001-02-000000021807551,nad-a001-02-000000141207009,셀프바 아크릴글자,대기 소재,-,5223485305.0
408.0,408.0,408.0,408.0,grp-a001-02-000000022036013,nad-a001-02-000000140183810,셀프바 대문인테리어,대기 소재,-,5223485305.0
409.0,409.0,409.0,409.0,grp-a001-02-000000021785283,nad-a001-02-000000138286293,셀프바 포인트 채널 LED아크릴 캠핑간판,대기 소재,-,5223485305.0
410.0,410.0,410.0,410.0,grp-a001-02-000000022036032,nad-a001-02-000000140183873,셀프바뷔페 아크릴 네온글씨 글자 LED간판,대기 소재,-,5223485305.0
411.0,411.0,411.0,411.0,grp-a001-02-000000021785285,nad-a001-02-000000138287091,셀프바 뷔페 영업중간판,대기 소재,-,5223485305.0
412.0,412.0,412.0,412.0,grp-a001-02-000000021736136,nad-a001-02-000000138287048,셀프바 뷔페 영업중 오픈간판 개업선물,대기 소재,-,5223485305.0
413.0,413.0,413.0,413.0,grp-a001-02-000000022036028,nad-a001-02-000000140183839,셀프바 로고사인,대기 소재,-,5223485305.0
414.0,414.0,414.0,414.0,grp-a001-02-000000021786478,nad-a001-02-000000138272071,뷔페 셀프바 네온 문자조명 LED간판 개업선물,대기 소재,-,5223485305.0
415.0,415.0,415.0,415.0,grp-a001-02-000000009335164,nad-a001-02-000000141199730,OPEN 오픈 영업중 창문간판 사이드후광LED,대기 소재,-,5057254533.0
416.0,416.0,416.0,416.0,grp-a001-02-000000021854519,nad-a001-02-000000141199726,OPEN 결혼 신혼 개업 창업 선물,대기 소재,-,5057254533.0
417.0,417.0,417.0,417.0,grp-a001-02-000000021807519,nad-a001-02-000000141206853,영업중 오픈사인 안내판,대기 소재,-,5057254533.0
418.0,418.0,418.0,418.0,grp-a001-02-000000021807501,nad-a001-02-000000141199722,OPEN 포인트간판,대기 소재,-,5057254533.0
419.0,419.0,419.0,419.0,grp-a001-02-000000021807497,nad-a001-02-000000141199725,오픈 카페 팻말 포인트 후광 글자간판 네온제작,대기 소재,-,5057254533.0
420.0,420.0,420.0,420.0,grp-a001-02-000000021807523,nad-a001-02-000000141199727,오픈영업중 스카시간판,대기 소재,-,5057254533.0
421.0,421.0,421.0,421.0,grp-a001-02-000000021807484,nad-a001-02-000000141199732,오픈선물 코로나영업재개 창문장식인테리어,대기 소재,-,5057254533.0
422.0,422.0,422.0,422.0,grp-a001-02-000000021807485,nad-a001-02-000000141206767,영업중 오픈사인 벽꾸미기,대기 소재,-,5057254533.0
423.0,423.0,423.0,423.0,grp-a001-02-000000021807486,nad-a001-02-000000141206831,영업중 오픈사인 술집오픈선물,대기 소재,-,5057254533.0
424.0,424.0,424.0,424.0,grp-a001-02-000000021807552,nad-a001-02-000000141206785,영업중 오픈사인 벽면간판,대기 소재,-,5057254533.0
425.0,425.0,425.0,425.0,grp-a001-02-000000021807546,nad-a001-02-000000141199719,오픈LED 아크릴 NEONSIGN 인테리어간판,대기 소재,-,5057254533.0
426.0,426.0,426.0,426.0,grp-a001-02-000000021807554,nad-a001-02-000000141207054,영업중 오픈사인 샵인테리어소품,대기 소재,-,5057254533.0
427.0,427.0,427.0,427.0,grp-a001-02-000000021807550,nad-a001-02-000000141206957,영업중 오픈사인 홈간판,대기 소재,-,5057254533.0
428.0,428.0,428.0,428.0,grp-a001-02-000000021807549,nad-a001-02-000000141207020,영업중 오픈사인 추가인테리어,대기 소재,-,5057254533.0
429.0,429.0,429.0,429.0,grp-a001-02-000000021807551,nad-a001-02-000000141206997,영업중 오픈사인 아크릴글자,대기 소재,-,5057254533.0
430.0,430.0,430.0,430.0,grp-a001-02-000000022036013,nad-a001-02-000000141208414,영업중 오픈사인 대문인테리어,대기 소재,-,5057254533.0
431.0,431.0,431.0,431.0,grp-a001-02-000000021785285,nad-a001-02-000000141199723,OPEN 오픈LED 영업중간판,대기 소재,-,5057254533.0
432.0,432.0,432.0,432.0,grp-a001-02-000000021736136,nad-a001-02-000000141199625,LED 오픈사인 영업중 조명간판 아크릴채널 캠핑포인트문패 홈바네온 개업선물,대기 소재,-,5057254533.0
433.0,433.0,433.0,433.0,grp-a001-02-000000022036028,nad-a001-02-000000141206752,영업중 오픈사인 로고사인,대기 소재,-,5057254533.0
434.0,434.0,434.0,434.0,grp-a001-02-000000021786478,nad-a001-02-000000141199957,LED 오픈사인 영업중 조명간판 아크릴채널 캠핑포인트문패 홈바네온 개업선물,대기 소재,-,5057254533.0
435.0,435.0,435.0,435.0,grp-a001-02-000000009335164,nad-a001-02-000000138286771,네일샵 영업중 창문간판 사이드후광LED,대기 소재,-,4884956801.0
436.0,436.0,436.0,436.0,grp-a001-02-000000021854519,nad-a001-02-000000138741064,네일샵 결혼 신혼 개업 창업 선물,대기 소재,-,4884956801.0
437.0,437.0,437.0,437.0,grp-a001-02-000000021807519,nad-a001-02-000000141206866,네일샵 안내판,대기 소재,-,4884956801.0
438.0,438.0,438.0,438.0,grp-a001-02-000000021807488,nad-a001-02-000000138288684,네일샵 캠핑간판,대기 소재,-,4884956801.0
439.0,439.0,439.0,439.0,grp-a001-02-000000021807523,nad-a001-02-000000141206947,네일샵 이니셜사인,대기 소재,-,4884956801.0
440.0,440.0,440.0,440.0,grp-a001-02-000000021807484,nad-a001-02-000000138288710,네일샵 캠핑문패,대기 소재,-,4884956801.0
441.0,441.0,441.0,441.0,grp-a001-02-000000021807485,nad-a001-02-000000141206780,네일샵 벽꾸미기,대기 소재,-,4884956801.0
442.0,442.0,442.0,442.0,grp-a001-02-000000021807486,nad-a001-02-000000141206845,네일샵 술집오픈선물,대기 소재,-,4884956801.0
443.0,443.0,443.0,443.0,grp-a001-02-000000021807552,nad-a001-02-000000141206800,네일샵 벽면간판,대기 소재,-,4884956801.0
444.0,444.0,444.0,444.0,grp-a001-02-000000021807546,nad-a001-02-000000138288568,네일샵 영업중간판,대기 소재,-,4884956801.0
445.0,445.0,445.0,445.0,grp-a001-02-000000021807554,nad-a001-02-000000141207068,네일샵 샵인테리어소품,대기 소재,-,4884956801.0
446.0,446.0,446.0,446.0,grp-a001-02-000000021807550,nad-a001-02-000000141206970,네일샵 홈간판,대기 소재,-,4884956801.0
447.0,447.0,447.0,447.0,grp-a001-02-000000021807549,nad-a001-02-000000141207033,네일샵 추가인테리어,대기 소재,-,4884956801.0
448.0,448.0,448.0,448.0,grp-a001-02-000000021807551,nad-a001-02-000000141207011,네일샵 아크릴글자,대기 소재,-,4884956801.0
449.0,449.0,449.0,449.0,grp-a001-02-000000021807555,nad-a001-02-000000141206904,네일샵 아크릴로고,대기 소재,-,4884956801.0
450.0,450.0,450.0,450.0,grp-a001-02-000000022036013,nad-a001-02-000000140183815,네일샵 대문인테리어,대기 소재,-,4884956801.0
451.0,451.0,451.0,451.0,grp-a001-02-000000021785283,nad-a001-02-000000138286296,네일샵 포인트 채널 LED아크릴 캠핑간판,대기 소재,-,4884956801.0
452.0,452.0,452.0,452.0,grp-a001-02-000000022036032,nad-a001-02-000000140183878,네일샵 아크릴 네온글씨 글자 LED간판,대기 소재,-,4884956801.0
453.0,453.0,453.0,453.0,grp-a001-02-000000021785285,nad-a001-02-000000138287096,네일샵 영업중간판,대기 소재,-,4884956801.0
454.0,454.0,454.0,454.0,grp-a001-02-000000021736136,nad-a001-02-000000138287053,네일샵 영업중 오픈간판 개업선물,대기 소재,-,4884956801.0
455.0,455.0,455.0,455.0,grp-a001-02-000000022036028,nad-a001-02-000000140183844,네일샵 로고사인,대기 소재,-,4884956801.0
456.0,456.0,456.0,456.0,grp-a001-02-000000021786478,nad-a001-02-000000138272076,네일아트 네일샵 led 조명간판,대기 소재,-,4884956801.0
457.0,457.0,457.0,457.0,grp-a001-02-000000009335164,nad-a001-02-000000138286772,헤어샵 미용실 영업중 창문간판 사이드후광LED,대기 소재,-,4884729518.0
458.0,458.0,458.0,458.0,grp-a001-02-000000021854519,nad-a001-02-000000138741065,미용실바버샵 결혼 신혼 개업 창업 선물,대기 소재,-,4884729518.0
459.0,459.0,459.0,459.0,grp-a001-02-000000021807519,nad-a001-02-000000141206867,헤어샵 안내판,대기 소재,-,4884729518.0
460.0,460.0,460.0,460.0,grp-a001-02-000000021807488,nad-a001-02-000000138288685,미용실바버샵 캠핑간판,대기 소재,-,4884729518.0
461.0,461.0,461.0,461.0,grp-a001-02-000000021807496,nad-a001-02-000000141206824,헤어샵 사이드간판,대기 소재,-,4884729518.0
462.0,462.0,462.0,462.0,grp-a001-02-000000021807523,nad-a001-02-000000141206948,헤어샵 이니셜사인,대기 소재,-,4884729518.0
463.0,463.0,463.0,463.0,grp-a001-02-000000021807484,nad-a001-02-000000138288711,미용실바버샵 캠핑문패,대기 소재,-,4884729518.0
464.0,464.0,464.0,464.0,grp-a001-02-000000021807485,nad-a001-02-000000141206781,헤어샵 벽꾸미기,대기 소재,-,4884729518.0
465.0,465.0,465.0,465.0,grp-a001-02-000000021807486,nad-a001-02-000000141206846,헤어샵 술집오픈선물,대기 소재,-,4884729518.0
466.0,466.0,466.0,466.0,grp-a001-02-000000021807552,nad-a001-02-000000141206801,헤어샵 벽면간판,대기 소재,-,4884729518.0
467.0,467.0,467.0,467.0,grp-a001-02-000000021807546,nad-a001-02-000000138288569,미용실바버샵 영업중간판,대기 소재,-,4884729518.0
468.0,468.0,468.0,468.0,grp-a001-02-000000021807554,nad-a001-02-000000141207069,헤어샵 샵인테리어소품,대기 소재,-,4884729518.0
469.0,469.0,469.0,469.0,grp-a001-02-000000021807550,nad-a001-02-000000141206971,헤어샵 홈간판,대기 소재,-,4884729518.0
470.0,470.0,470.0,470.0,grp-a001-02-000000021807549,nad-a001-02-000000141207034,헤어샵 추가인테리어,대기 소재,-,4884729518.0
471.0,471.0,471.0,471.0,grp-a001-02-000000021807551,nad-a001-02-000000141207012,헤어샵 아크릴글자,대기 소재,-,4884729518.0
472.0,472.0,472.0,472.0,grp-a001-02-000000022036013,nad-a001-02-000000140183816,헤어샵 대문인테리어,대기 소재,-,4884729518.0
473.0,473.0,473.0,473.0,grp-a001-02-000000021785283,nad-a001-02-000000138286297,바버샵 포인트 채널 LED아크릴 캠핑간판,대기 소재,-,4884729518.0
474.0,474.0,474.0,474.0,grp-a001-02-000000022036032,nad-a001-02-000000140183879,미용실바버샵 아크릴 네온글씨 글자 LED간판,대기 소재,-,4884729518.0
475.0,475.0,475.0,475.0,grp-a001-02-000000021785285,nad-a001-02-000000138287092,헤어샵 바버샵 미용실 영업중간판,대기 소재,-,4884729518.0
476.0,476.0,476.0,476.0,grp-a001-02-000000021736136,nad-a001-02-000000138287049,헤어샵 미용실 영업중 오픈간판 개업선물,대기 소재,-,4884729518.0
477.0,477.0,477.0,477.0,grp-a001-02-000000022036028,nad-a001-02-000000140183845,헤어샵 로고사인,대기 소재,-,4884729518.0
478.0,478.0,478.0,478.0,grp-a001-02-000000021786478,nad-a001-02-000000138272077,헤어바버샵 미용실 블루네온 LED간판 개업선물,대기 소재,-,4884729518.0
479.0,479.0,479.0,479.0,grp-a001-02-000000009335164,nad-a001-02-000000101417703,카페 커피 영업중 창문간판 사이드후광LED,대기 소재,-,3966923717.0
480.0,480.0,480.0,480.0,grp-a001-02-000000021854519,nad-a001-02-000000138741062,카페커피컵 결혼 신혼 개업 창업 선물,대기 소재,-,3966923717.0
481.0,481.0,481.0,481.0,grp-a001-02-000000021807484,nad-a001-02-000000141207090,카페 커피간판 포인트간판,대기 소재,-,3966923717.0
482.0,482.0,482.0,482.0,grp-a001-02-000000021807555,nad-a001-02-000000138288537,카페커피컵 대문문패,대기 소재,-,3966923717.0
483.0,483.0,483.0,483.0,grp-a001-02-000000022036013,nad-a001-02-000000140183813,카페 커피간판 대문인테리어,대기 소재,-,3966923717.0
484.0,484.0,484.0,484.0,grp-a001-02-000000021785283,nad-a001-02-000000138098226,카페 네온사인 포인트 채널 LED아크릴간판,대기 소재,-,3966923717.0
485.0,485.0,485.0,485.0,grp-a001-02-000000021785266,nad-a001-02-000000138098208,카페 커피 영업중 나래바네온사인 캠핑문패,대기 소재,-,3966923717.0
486.0,486.0,486.0,486.0,grp-a001-02-000000022036032,nad-a001-02-000000140183876,카페커피컵 아크릴 네온글씨 글자 LED간판,대기 소재,-,3966923717.0
487.0,487.0,487.0,487.0,grp-a001-02-000000021785285,nad-a001-02-000000140188132,카페 커피간판 영업중간판,대기 소재,-,3966923717.0
488.0,488.0,488.0,488.0,grp-a001-02-000000021736136,nad-a001-02-000000137752673,카페 커피 영업중 오픈간판 개업선물,대기 소재,-,3966923717.0
489.0,489.0,489.0,489.0,grp-a001-02-000000021786478,nad-a001-02-000000138104752,카페 커피간판 오픈 개업선물 LED 네온 루미사인,대기 소재,-,3966923717.0
490.0,490.0,490.0,490.0,grp-a001-02-000000021786478,nad-a001-02-000000142168264,양면폼테이프 다용도 건축용 가정용 시공부착용 간판자재,대기 소재,-,606800853.0
491.0,491.0,491.0,491.0,grp-a001-02-000000021786478,nad-a001-02-000000142168267,보영황금헤라 썬팅 랩핑 시트지 필름시공,대기 소재,-,451547627.0
492.0,492.0,492.0,492.0,grp-a001-02-000000021786478,nad-a001-02-000000142168269,올양모헤라 썬팅 랩핑시공 기스방지 밀대,대기 소재,-,451539952.0
493.0,493.0,493.0,493.0,grp-a001-02-000000021786478,nad-a001-02-000000145968688,양모헤라 썬팅전용 기스방지 시트지시공 랩핑,대기 소재,-,451539605.0
494.0,494.0,494.0,494.0,grp-a001-02-000000021786478,nad-a001-02-000000145968689,썬팅전용헤라 랩핑 기스 시트지전용 연질,대기 소재,-,451539269.0
495.0,495.0,495.0,495.0,grp-a001-02-000000021786478,nad-a001-02-000000142168274,썬팅전용헤라 랩핑 기스 시트지전용 우레탄,대기 소재,-,451538786.0
496.0,496.0,496.0,496.0,grp-a001-02-000000021786478,nad-a001-02-000000145968687,썬팅전용헤라 랩핑 기스 시트지전용 이중날고무,대기 소재,-,451538449.0
